a,b,c
6.000000,44.000000,3
7.000000,47.000000,3
3.000000,32.000000,3
3.000000,30.000000,3
23.000000,35.000000,3
16.000000,38.000000,3
15.000000,40.000000,3
8.000000,29.000000,3
15.000000,38.000000,3
4.000000,42.000000,3
23.000000,46.000000,3
18.000000,31.000000,3
0.000000,42.000000,3
17.000000,40.000000,3
31.000000,32.000000,3
21.000000,45.000000,3
29.000000,37.000000,3
3.000000,38.000000,3
11.000000,40.000000,3
10.000000,36.000000,3
5.000000,40.000000,3
27.000000,39.000000,3
2.000000,40.000000,3
7.000000,29.000000,3
7.000000,31.000000,3
2.000000,31.000000,3
15.000000,41.000000,3
15.000000,35.000000,3
26.000000,31.000000,3
21.000000,36.000000,3
6.000000,34.000000,3
15.000000,47.000000,3
7.000000,47.000000,3
2.000000,30.000000,3
19.000000,36.000000,3
6.000000,39.000000,3
3.000000,42.000000,3
20.000000,35.000000,3
16.000000,40.000000,3
11.000000,39.000000,3
29.000000,35.000000,3
9.000000,29.000000,3
24.000000,36.000000,3
18.000000,43.000000,3
6.000000,32.000000,3
0.000000,48.000000,3
2.000000,38.000000,3
18.000000,38.000000,3
6.000000,39.000000,3
5.000000,37.000000,3
17.000000,39.000000,3
1.000000,40.000000,3
14.000000,49.000000,3
8.000000,43.000000,3
8.000000,42.000000,3
10.000000,39.000000,3
8.000000,41.000000,3
14.000000,34.000000,3
28.000000,37.000000,3
22.000000,42.000000,3
13.000000,41.000000,3
22.000000,40.000000,3
2.000000,47.000000,3
3.000000,34.000000,3
9.000000,42.000000,3
16.000000,40.000000,3
17.000000,40.000000,3
10.000000,38.000000,3
15.000000,40.000000,3
21.000000,34.000000,3
6.000000,38.000000,3
7.000000,43.000000,3
21.000000,47.000000,3
23.000000,44.000000,3
1.000000,31.000000,3
18.000000,41.000000,3
22.000000,31.000000,3
17.000000,41.000000,3
25.000000,40.000000,3
13.000000,50.000000,3
18.000000,48.000000,3
24.000000,34.000000,3
7.000000,30.000000,3
6.000000,34.000000,3
8.000000,29.000000,3
14.000000,35.000000,3
4.000000,32.000000,3
26.000000,33.000000,3
27.000000,38.000000,3
18.000000,35.000000,3
3.000000,29.000000,3
23.000000,45.000000,3
19.000000,38.000000,3
17.000000,49.000000,3
21.000000,39.000000,3
17.000000,40.000000,3
5.000000,42.000000,3
11.000000,48.000000,3
1.000000,46.000000,3
18.000000,45.000000,3
27.000000,38.000000,3
24.000000,37.000000,3
10.000000,37.000000,3
27.000000,32.000000,3
8.000000,41.000000,3
15.000000,46.000000,3
1.000000,40.000000,3
7.000000,48.000000,3
4.000000,33.000000,3
25.000000,41.000000,3
25.000000,39.000000,3
17.000000,44.000000,3
10.000000,45.000000,3
27.000000,38.000000,3
17.000000,44.000000,3
17.000000,39.000000,3
7.000000,41.000000,3
17.000000,30.000000,3
25.000000,31.000000,3
0.000000,40.000000,3
25.000000,42.000000,3
1.000000,50.000000,3
6.000000,30.000000,3
22.000000,46.000000,3
13.000000,37.000000,3
21.000000,37.000000,3
18.000000,38.000000,3
12.000000,32.000000,3
27.000000,37.000000,3
2.000000,34.000000,3
18.000000,36.000000,3
11.000000,48.000000,3
29.000000,34.000000,3
11.000000,42.000000,3
8.000000,40.000000,3
17.000000,48.000000,3
24.000000,34.000000,3
9.000000,31.000000,3
23.000000,41.000000,3
10.000000,43.000000,3
6.000000,33.000000,3
18.000000,30.000000,3
0.000000,29.000000,3
8.000000,47.000000,3
1.000000,38.000000,3
5.000000,41.000000,3
16.000000,48.000000,3
15.000000,32.000000,3
17.000000,50.000000,3
0.000000,33.000000,3
30.000000,35.000000,3
33.000000,41.000000,3
31.000000,43.000000,3
30.000000,41.000000,3
32.000000,49.000000,3
31.000000,42.000000,3
33.000000,46.000000,3
30.000000,38.000000,3
22.000000,50.000000,3
28.000000,47.000000,3
32.000000,45.000000,3
29.000000,43.000000,3
31.000000,43.000000,3
21.000000,50.000000,3
27.000000,47.000000,3
28.000000,48.000000,3
28.000000,41.000000,3
30.000000,45.000000,3
31.000000,45.000000,3
32.000000,39.000000,3
31.000000,38.000000,3
1.000000,27.000000,3
24.000000,46.000000,3
30.000000,48.000000,3
31.000000,46.000000,3
30.000000,42.000000,3
27.000000,46.000000,3
32.000000,48.000000,3
29.000000,48.000000,3
30.000000,50.000000,3
32.000000,46.000000,3
33.000000,41.000000,3
27.000000,45.000000,3
31.000000,39.000000,3
30.000000,44.000000,3
26.000000,49.000000,3
26.000000,48.000000,3
31.000000,38.000000,3
33.000000,42.000000,3
27.000000,46.000000,3
33.000000,49.000000,3
30.000000,39.000000,3
24.000000,48.000000,3
30.000000,45.000000,3
25.000000,46.000000,3
32.000000,39.000000,3
31.000000,48.000000,3
29.000000,39.000000,3
29.000000,47.000000,3
27.000000,45.000000,3
30.000000,43.000000,3
34.000000,47.000000,3
33.000000,48.000000,3
30.000000,49.000000,3
32.000000,36.000000,3
33.000000,46.000000,3
33.000000,47.000000,3
23.000000,48.000000,3
25.000000,45.000000,3
24.000000,48.000000,3
30.000000,43.000000,3
29.000000,31.000000,3
19.000000,29.000000,3
28.000000,31.000000,3
13.000000,28.000000,3
32.000000,34.000000,3
18.000000,29.000000,3
33.000000,36.000000,3
19.000000,29.000000,3
29.000000,31.000000,3
16.000000,29.000000,3
24.000000,30.000000,3
19.000000,29.000000,3
34.000000,41.000000,3
33.000000,38.000000,3
33.000000,35.000000,3
4.000000,27.000000,3
19.000000,29.000000,3
8.000000,27.000000,3
7.000000,27.000000,3
34.000000,35.000000,3
14.000000,28.000000,3
30.000000,30.000000,3
8.000000,27.000000,3
21.000000,29.000000,3
34.000000,33.000000,3
34.000000,31.000000,3
34.000000,40.000000,3
8.000000,27.000000,3
34.000000,37.000000,3
14.000000,28.000000,3
22.000000,29.000000,3
7.000000,27.000000,3
33.000000,31.000000,3
29.000000,30.000000,3
34.000000,32.000000,3
21.000000,29.000000,3
27.000000,29.000000,3
31.000000,29.000000,3
12.000000,27.000000,3
18.000000,28.000000,3
35.000000,36.000000,3
18.000000,28.000000,3
35.000000,33.000000,3
31.000000,29.000000,3
21.000000,28.000000,3
19.000000,28.000000,3
9.000000,27.000000,3
9.000000,27.000000,3
11.000000,27.000000,3
14.000000,27.000000,3
15.000000,27.000000,3
28.000000,28.000000,3
27.000000,28.000000,3
15.000000,27.000000,3
26.000000,28.000000,3
27.000000,28.000000,3
27.000000,28.000000,3
36.000000,34.000000,3
36.000000,32.000000,3
36.000000,33.000000,3
19.000000,27.000000,3
19.000000,27.000000,3
37.000000,34.000000,3
33.000000,28.000000,3
36.000000,40.000000,3
26.000000,27.000000,3
26.000000,27.000000,3
36.000000,36.000000,3
17.000000,27.000000,3
27.000000,27.000000,3
36.000000,44.000000,3
37.000000,40.000000,3
24.000000,26.000000,3
25.000000,26.000000,3
37.000000,41.000000,3
38.000000,37.000000,3
19.000000,26.000000,3
17.000000,26.000000,3
18.000000,26.000000,3
17.000000,26.000000,3
21.000000,26.000000,3
23.000000,26.000000,3
20.000000,26.000000,3
15.000000,26.000000,3
13.000000,26.000000,3
16.000000,26.000000,3
13.000000,26.000000,3
24.000000,25.000000,3
24.000000,25.000000,3
25.000000,25.000000,3
27.000000,25.000000,3
11.000000,26.000000,3
20.000000,25.000000,3
22.000000,25.000000,3
22.000000,25.000000,3
18.000000,25.000000,3
18.000000,25.000000,3
7.000000,26.000000,3
27.000000,24.000000,3
7.000000,26.000000,3
6.000000,26.000000,3
25.000000,24.000000,3
14.000000,25.000000,3
15.000000,25.000000,3
37.000000,33.000000,3
20.000000,95.000000,4
27.000000,87.000000,4
14.000000,92.000000,4
19.000000,98.000000,4
29.000000,84.000000,4
22.000000,87.000000,4
30.000000,94.000000,4
30.000000,89.000000,4
31.000000,94.000000,4
14.000000,98.000000,4
16.000000,99.000000,4
27.000000,85.000000,4
20.000000,99.000000,4
25.000000,97.000000,4
27.000000,82.000000,4
11.000000,97.000000,4
29.000000,91.000000,4
30.000000,89.000000,4
25.000000,90.000000,4
23.000000,94.000000,4
7.000000,99.000000,4
14.000000,96.000000,4
25.000000,95.000000,4
29.000000,87.000000,4
11.000000,95.000000,4
14.000000,94.000000,4
22.000000,99.000000,4
24.000000,89.000000,4
19.000000,95.000000,4
28.000000,98.000000,4
29.000000,91.000000,4
16.000000,93.000000,4
21.000000,91.000000,4
23.000000,89.000000,4
28.000000,99.000000,4
15.000000,99.000000,4
20.000000,96.000000,4
27.000000,84.000000,4
23.000000,98.000000,4
27.000000,86.000000,4
28.000000,95.000000,4
27.000000,87.000000,4
18.000000,96.000000,4
25.000000,97.000000,4
20.000000,94.000000,4
24.000000,96.000000,4
20.000000,97.000000,4
23.000000,96.000000,4
20.000000,96.000000,4
18.000000,90.000000,4
20.000000,87.000000,4
23.000000,97.000000,4
17.000000,90.000000,4
26.000000,85.000000,4
23.000000,84.000000,4
9.000000,98.000000,4
17.000000,96.000000,4
24.000000,91.000000,4
23.000000,96.000000,4
24.000000,96.000000,4
24.000000,91.000000,4
11.000000,97.000000,4
16.000000,93.000000,4
27.000000,88.000000,4
26.000000,94.000000,4
27.000000,86.000000,4
17.000000,88.000000,4
17.000000,96.000000,4
12.000000,96.000000,4
25.000000,91.000000,4
27.000000,87.000000,4
10.000000,96.000000,4
17.000000,94.000000,4
18.000000,98.000000,4
15.000000,99.000000,4
26.000000,91.000000,4
26.000000,79.000000,4
27.000000,86.000000,4
15.000000,91.000000,4
18.000000,92.000000,4
18.000000,95.000000,4
18.000000,92.000000,4
23.000000,89.000000,4
14.000000,95.000000,4
24.000000,93.000000,4
21.000000,90.000000,4
28.000000,95.000000,4
14.000000,92.000000,4
20.000000,86.000000,4
24.000000,85.000000,4
26.000000,91.000000,4
15.000000,98.000000,4
27.000000,99.000000,4
15.000000,97.000000,4
21.000000,98.000000,4
21.000000,93.000000,4
16.000000,94.000000,4
24.000000,93.000000,4
29.000000,90.000000,4
30.000000,86.000000,4
15.000000,97.000000,4
27.000000,90.000000,4
23.000000,99.000000,4
14.000000,94.000000,4
27.000000,92.000000,4
24.000000,96.000000,4
23.000000,89.000000,4
28.000000,96.000000,4
13.000000,94.000000,4
29.000000,90.000000,4
28.000000,89.000000,4
28.000000,97.000000,4
29.000000,82.000000,4
29.000000,96.000000,4
14.000000,94.000000,4
29.000000,87.000000,4
22.000000,95.000000,4
20.000000,94.000000,4
24.000000,90.000000,4
20.000000,89.000000,4
23.000000,83.000000,4
25.000000,88.000000,4
24.000000,94.000000,4
24.000000,88.000000,4
26.000000,88.000000,4
28.000000,97.000000,4
15.000000,96.000000,4
29.000000,94.000000,4
27.000000,97.000000,4
12.000000,97.000000,4
21.000000,86.000000,4
13.000000,98.000000,4
27.000000,84.000000,4
26.000000,83.000000,4
14.000000,93.000000,4
23.000000,97.000000,4
16.000000,99.000000,4
27.000000,94.000000,4
29.000000,94.000000,4
16.000000,92.000000,4
25.000000,96.000000,4
20.000000,89.000000,4
27.000000,79.000000,4
28.000000,90.000000,4
23.000000,90.000000,4
16.000000,97.000000,4
24.000000,97.000000,4
25.000000,93.000000,4
24.000000,85.000000,4
25.000000,84.000000,4
31.000000,94.000000,4
22.000000,98.000000,4
22.000000,94.000000,4
18.000000,95.000000,4
14.000000,87.000000,4
5.000000,87.000000,4
21.000000,83.000000,4
11.000000,87.000000,4
2.000000,91.000000,4
5.000000,99.000000,4
22.000000,82.000000,4
8.000000,87.000000,4
23.000000,79.000000,4
15.000000,88.000000,4
14.000000,84.000000,4
7.000000,95.000000,4
15.000000,84.000000,4
13.000000,92.000000,4
8.000000,93.000000,4
10.000000,87.000000,4
20.000000,83.000000,4
11.000000,88.000000,4
23.000000,80.000000,4
10.000000,93.000000,4
7.000000,91.000000,4
7.000000,86.000000,4
10.000000,88.000000,4
6.000000,91.000000,4
21.000000,80.000000,4
6.000000,89.000000,4
18.000000,84.000000,4
4.000000,99.000000,4
15.000000,86.000000,4
7.000000,94.000000,4
19.000000,80.000000,4
12.000000,92.000000,4
2.000000,96.000000,4
24.000000,80.000000,4
13.000000,86.000000,4
4.000000,99.000000,4
6.000000,98.000000,4
16.000000,85.000000,4
3.000000,96.000000,4
14.000000,85.000000,4
9.000000,87.000000,4
7.000000,88.000000,4
5.000000,90.000000,4
4.000000,90.000000,4
5.000000,91.000000,4
16.000000,88.000000,4
16.000000,83.000000,4
11.000000,85.000000,4
1.000000,92.000000,4
4.000000,98.000000,4
18.000000,81.000000,4
8.000000,92.000000,4
31.000000,98.000000,4
21.000000,80.000000,4
6.000000,94.000000,4
21.000000,82.000000,4
18.000000,81.000000,4
18.000000,86.000000,4
29.000000,99.000000,4
11.000000,90.000000,4
2.000000,93.000000,4
8.000000,87.000000,4
11.000000,92.000000,4
1.000000,92.000000,4
14.000000,90.000000,4
14.000000,91.000000,4
4.000000,94.000000,4
21.000000,80.000000,4
3.000000,96.000000,4
16.000000,86.000000,4
17.000000,87.000000,4
20.000000,80.000000,4
24.000000,79.000000,4
13.000000,87.000000,4
0.000000,93.000000,4
1.000000,91.000000,4
24.000000,79.000000,4
20.000000,83.000000,4
19.000000,85.000000,4
16.000000,83.000000,4
5.000000,96.000000,4
17.000000,82.000000,4
12.000000,89.000000,4
1.000000,93.000000,4
0.000000,94.000000,4
4.000000,88.000000,4
0.000000,93.000000,4
9.000000,87.000000,4
13.000000,87.000000,4
11.000000,91.000000,4
2.000000,93.000000,4
16.000000,85.000000,4
31.000000,98.000000,4
16.000000,81.000000,4
20.000000,84.000000,4
18.000000,80.000000,4
25.000000,79.000000,4
15.000000,82.000000,4
20.000000,81.000000,4
13.000000,88.000000,4
12.000000,85.000000,4
1.000000,94.000000,4
3.000000,92.000000,4
16.000000,83.000000,4
7.000000,90.000000,4
4.000000,97.000000,4
6.000000,86.000000,4
3.000000,95.000000,4
8.000000,92.000000,4
12.000000,85.000000,4
11.000000,87.000000,4
18.000000,84.000000,4
17.000000,87.000000,4
3.000000,95.000000,4
5.000000,93.000000,4
8.000000,96.000000,4
11.000000,88.000000,4
1.000000,95.000000,4
4.000000,89.000000,4
13.000000,90.000000,4
7.000000,94.000000,4
18.000000,81.000000,4
10.000000,90.000000,4
8.000000,90.000000,4
6.000000,86.000000,4
2.000000,93.000000,4
4.000000,91.000000,4
9.000000,95.000000,4
22.000000,81.000000,4
11.000000,91.000000,4
18.000000,83.000000,4
4.000000,88.000000,4
6.000000,86.000000,4
6.000000,91.000000,4
22.000000,81.000000,4
4.000000,91.000000,4
6.000000,95.000000,4
8.000000,87.000000,4
4.000000,83.000000,4
9.000000,84.000000,4
8.000000,81.000000,4
3.000000,86.000000,4
8.000000,81.000000,4
14.000000,80.000000,4
15.000000,80.000000,4
20.000000,78.000000,4
10.000000,81.000000,4
19.000000,79.000000,4
7.000000,82.000000,4
0.000000,84.000000,4
1.000000,86.000000,4
17.000000,80.000000,4
8.000000,83.000000,4
4.000000,84.000000,4
2.000000,85.000000,4
3.000000,82.000000,4
17.000000,80.000000,4
4.000000,85.000000,4
16.000000,80.000000,4
2.000000,84.000000,4
16.000000,80.000000,4
12.000000,81.000000,4
15.000000,80.000000,4
4.000000,83.000000,4
8.000000,83.000000,4
1.000000,83.000000,4
4.000000,83.000000,4
8.000000,81.000000,4
19.000000,79.000000,4
4.000000,82.000000,4
6.000000,83.000000,4
5.000000,86.000000,4
5.000000,83.000000,4
16.000000,80.000000,4
17.000000,78.000000,4
6.000000,81.000000,4
8.000000,80.000000,4
10.000000,80.000000,4
2.000000,80.000000,4
12.000000,79.000000,4
19.000000,78.000000,4
10.000000,79.000000,4
10.000000,80.000000,4
10.000000,79.000000,4
10.000000,79.000000,4
1.000000,81.000000,4
0.000000,80.000000,4
8.000000,79.000000,4
1.000000,80.000000,4
19.000000,78.000000,4
2.000000,80.000000,4
5.000000,78.000000,4
5.000000,78.000000,4
0.000000,78.000000,4
6.000000,77.000000,4
7.000000,78.000000,4
2.000000,77.000000,4
12.000000,78.000000,4
15.000000,78.000000,4
0.000000,76.000000,4
2.000000,76.000000,4
1.000000,76.000000,4
4.000000,76.000000,4
13.000000,77.000000,4
6.000000,76.000000,4
2.000000,76.000000,4
4.000000,76.000000,4
14.000000,77.000000,4
11.000000,77.000000,4
16.000000,77.000000,4
9.000000,76.000000,4
10.000000,76.000000,4
8.000000,76.000000,4
23.000000,78.000000,4
18.000000,77.000000,4
12.000000,76.000000,4
23.000000,78.000000,4
14.000000,76.000000,4
14.000000,76.000000,4
26.000000,78.000000,4
31.000000,92.000000,4
23.000000,77.000000,4
23.000000,77.000000,4
30.000000,83.000000,4
32.000000,96.000000,4
30.000000,82.000000,4
24.000000,77.000000,4
31.000000,89.000000,4
24.000000,77.000000,4
32.000000,96.000000,4
32.000000,96.000000,4
30.000000,81.000000,4
31.000000,87.000000,4
32.000000,94.000000,4
25.000000,77.000000,4
30.000000,78.000000,4
26.000000,77.000000,4
30.000000,78.000000,4
19.000000,76.000000,4
20.000000,76.000000,4
28.000000,77.000000,4
33.000000,99.000000,4
33.000000,99.000000,4
29.000000,77.000000,4
33.000000,99.000000,4
32.000000,90.000000,4
31.000000,83.000000,4
33.000000,96.000000,4
32.000000,89.000000,4
33.000000,96.000000,4
31.000000,81.000000,4
33.000000,95.000000,4
33.000000,94.000000,4
33.000000,93.000000,4
33.000000,93.000000,4
34.000000,99.000000,4
31.000000,79.000000,4
33.000000,92.000000,4
31.000000,79.000000,4
34.000000,98.000000,4
34.000000,97.000000,4
34.000000,97.000000,4
34.000000,96.000000,4
33.000000,90.000000,4
31.000000,77.000000,4
31.000000,77.000000,4
33.000000,89.000000,4
31.000000,77.000000,4
24.000000,76.000000,4
26.000000,76.000000,4
32.000000,82.000000,4
25.000000,76.000000,4
29.000000,76.000000,4
34.000000,94.000000,4
81.000000,20.000000,5
81.000000,33.000000,5
98.000000,20.000000,5
81.000000,32.000000,5
82.000000,18.000000,5
74.000000,23.000000,5
70.000000,27.000000,5
87.000000,33.000000,5
93.000000,6.000000,5
93.000000,1.000000,5
78.000000,35.000000,5
99.000000,28.000000,5
83.000000,34.000000,5
83.000000,32.000000,5
79.000000,18.000000,5
98.000000,7.000000,5
77.000000,28.000000,5
99.000000,16.000000,5
90.000000,4.000000,5
82.000000,12.000000,5
86.000000,22.000000,5
93.000000,18.000000,5
89.000000,19.000000,5
73.000000,22.000000,5
85.000000,31.000000,5
82.000000,14.000000,5
87.000000,32.000000,5
81.000000,26.000000,5
92.000000,2.000000,5
74.000000,21.000000,5
94.000000,13.000000,5
82.000000,34.000000,5
90.000000,20.000000,5
99.000000,29.000000,5
95.000000,11.000000,5
82.000000,20.000000,5
72.000000,28.000000,5
85.000000,16.000000,5
76.000000,33.000000,5
87.000000,13.000000,5
77.000000,19.000000,5
93.000000,16.000000,5
71.000000,26.000000,5
83.000000,22.000000,5
88.000000,8.000000,5
89.000000,23.000000,5
84.000000,26.000000,5
89.000000,24.000000,5
92.000000,25.000000,5
99.000000,7.000000,5
80.000000,17.000000,5
98.000000,1.000000,5
84.000000,30.000000,5
78.000000,19.000000,5
89.000000,11.000000,5
86.000000,9.000000,5
80.000000,14.000000,5
87.000000,29.000000,5
75.000000,33.000000,5
93.000000,6.000000,5
96.000000,22.000000,5
91.000000,18.000000,5
93.000000,5.000000,5
71.000000,29.000000,5
76.000000,34.000000,5
96.000000,23.000000,5
89.000000,25.000000,5
78.000000,25.000000,5
90.000000,4.000000,5
76.000000,22.000000,5
99.000000,7.000000,5
94.000000,11.000000,5
94.000000,5.000000,5
93.000000,33.000000,5
73.000000,30.000000,5
82.000000,18.000000,5
81.000000,31.000000,5
82.000000,20.000000,5
84.000000,13.000000,5
94.000000,10.000000,5
81.000000,18.000000,5
87.000000,22.000000,5
80.000000,23.000000,5
90.000000,5.000000,5
90.000000,10.000000,5
77.000000,17.000000,5
79.000000,20.000000,5
79.000000,30.000000,5
99.000000,12.000000,5
91.000000,10.000000,5
75.000000,23.000000,5
85.000000,31.000000,5
72.000000,29.000000,5
96.000000,8.000000,5
86.000000,32.000000,5
98.000000,10.000000,5
93.000000,15.000000,5
95.000000,33.000000,5
93.000000,25.000000,5
88.000000,26.000000,5
85.000000,17.000000,5
88.000000,27.000000,5
94.000000,9.000000,5
94.000000,3.000000,5
87.000000,23.000000,5
70.000000,27.000000,5
96.000000,33.000000,5
77.000000,23.000000,5
96.000000,26.000000,5
81.000000,17.000000,5
81.000000,13.000000,5
99.000000,33.000000,5
96.000000,30.000000,5
95.000000,28.000000,5
84.000000,24.000000,5
79.000000,24.000000,5
75.000000,31.000000,5
85.000000,9.000000,5
94.000000,28.000000,5
86.000000,28.000000,5
88.000000,21.000000,5
97.000000,29.000000,5
93.000000,4.000000,5
88.000000,18.000000,5
80.000000,14.000000,5
73.000000,27.000000,5
72.000000,26.000000,5
98.000000,11.000000,5
82.000000,27.000000,5
85.000000,25.000000,5
76.000000,26.000000,5
92.000000,27.000000,5
86.000000,32.000000,5
81.000000,22.000000,5
99.000000,29.000000,5
88.000000,7.000000,5
82.000000,21.000000,5
88.000000,18.000000,5
90.000000,13.000000,5
92.000000,25.000000,5
79.000000,29.000000,5
83.000000,33.000000,5
97.000000,4.000000,5
72.000000,25.000000,5
79.000000,25.000000,5
85.000000,31.000000,5
87.000000,25.000000,5
75.000000,22.000000,5
98.000000,7.000000,5
94.000000,20.000000,5
87.000000,21.000000,5
77.000000,28.000000,5
85.000000,20.000000,5
96.000000,8.000000,5
71.000000,24.000000,5
95.000000,21.000000,5
86.000000,19.000000,5
92.000000,20.000000,5
81.000000,22.000000,5
79.000000,33.000000,5
85.000000,21.000000,5
88.000000,11.000000,5
91.000000,19.000000,5
75.000000,25.000000,5
80.000000,31.000000,5
99.000000,1.000000,5
90.000000,34.000000,5
89.000000,6.000000,5
86.000000,11.000000,5
84.000000,30.000000,5
96.000000,25.000000,5
88.000000,8.000000,5
94.000000,27.000000,5
72.000000,22.000000,5
84.000000,11.000000,5
82.000000,29.000000,5
71.000000,24.000000,5
99.000000,29.000000,5
94.000000,2.000000,5
92.000000,22.000000,5
98.000000,32.000000,5
88.000000,9.000000,5
98.000000,26.000000,5
74.000000,27.000000,5
95.000000,22.000000,5
88.000000,34.000000,5
87.000000,23.000000,5
73.000000,25.000000,5
87.000000,25.000000,5
73.000000,22.000000,5
87.000000,27.000000,5
97.000000,11.000000,5
83.000000,34.000000,5
97.000000,24.000000,5
75.000000,29.000000,5
97.000000,3.000000,5
80.000000,18.000000,5
94.000000,8.000000,5
81.000000,27.000000,5
95.000000,1.000000,5
94.000000,24.000000,5
75.000000,28.000000,5
81.000000,15.000000,5
94.000000,27.000000,5
99.000000,1.000000,5
87.000000,30.000000,5
83.000000,16.000000,5
92.000000,10.000000,5
83.000000,28.000000,5
84.000000,20.000000,5
98.000000,27.000000,5
86.000000,9.000000,5
95.000000,19.000000,5
88.000000,16.000000,5
96.000000,32.000000,5
76.000000,21.000000,5
71.000000,29.000000,5
93.000000,17.000000,5
97.000000,14.000000,5
95.000000,7.000000,5
94.000000,18.000000,5
89.000000,22.000000,5
79.000000,25.000000,5
89.000000,32.000000,5
93.000000,20.000000,5
98.000000,12.000000,5
92.000000,34.000000,5
93.000000,11.000000,5
92.000000,24.000000,5
80.000000,25.000000,5
71.000000,29.000000,5
97.000000,20.000000,5
98.000000,13.000000,5
94.000000,24.000000,5
84.000000,13.000000,5
99.000000,7.000000,5
85.000000,34.000000,5
94.000000,1.000000,5
71.000000,24.000000,5
99.000000,20.000000,5
92.000000,15.000000,5
81.000000,27.000000,5
86.000000,31.000000,5
84.000000,23.000000,5
89.000000,34.000000,5
83.000000,11.000000,5
97.000000,15.000000,5
88.000000,32.000000,5
85.000000,21.000000,5
84.000000,17.000000,5
95.000000,2.000000,5
96.000000,27.000000,5
80.000000,19.000000,5
84.000000,26.000000,5
85.000000,19.000000,5
93.000000,29.000000,5
95.000000,5.000000,5
95.000000,13.000000,5
99.000000,21.000000,5
72.000000,27.000000,5
83.000000,23.000000,5
96.000000,1.000000,5
77.000000,28.000000,5
94.000000,21.000000,5
85.000000,18.000000,5
96.000000,18.000000,5
87.000000,14.000000,5
86.000000,10.000000,5
98.000000,31.000000,5
83.000000,22.000000,5
81.000000,27.000000,5
85.000000,9.000000,5
85.000000,17.000000,5
79.000000,23.000000,5
93.000000,10.000000,5
80.000000,19.000000,5
80.000000,15.000000,5
91.000000,4.000000,5
79.000000,25.000000,5
96.000000,3.000000,5
86.000000,9.000000,5
75.000000,26.000000,5
93.000000,7.000000,5
92.000000,11.000000,5
98.000000,31.000000,5
86.000000,19.000000,5
90.000000,10.000000,5
96.000000,30.000000,5
88.000000,8.000000,5
91.000000,7.000000,5
94.000000,20.000000,5
88.000000,22.000000,5
78.000000,32.000000,5
89.000000,10.000000,5
78.000000,19.000000,5
98.000000,3.000000,5
97.000000,8.000000,5
77.000000,18.000000,5
83.000000,31.000000,5
75.000000,30.000000,5
85.000000,12.000000,5
75.000000,32.000000,5
88.000000,29.000000,5
80.000000,24.000000,5
92.000000,21.000000,5
83.000000,12.000000,5
83.000000,34.000000,5
95.000000,7.000000,5
78.000000,19.000000,5
97.000000,20.000000,5
99.000000,22.000000,5
90.000000,19.000000,5
91.000000,16.000000,5
97.000000,18.000000,5
97.000000,34.000000,5
98.000000,26.000000,5
94.000000,4.000000,5
97.000000,19.000000,5
92.000000,31.000000,5
70.000000,26.000000,5
87.000000,26.000000,5
93.000000,33.000000,5
79.000000,32.000000,5
97.000000,25.000000,5
83.000000,29.000000,5
77.000000,27.000000,5
86.000000,14.000000,5
83.000000,13.000000,5
84.000000,34.000000,5
99.000000,25.000000,5
86.000000,20.000000,5
96.000000,24.000000,5
99.000000,24.000000,5
85.000000,26.000000,5
79.000000,31.000000,5
96.000000,32.000000,5
78.000000,21.000000,5
87.000000,9.000000,5
87.000000,9.000000,5
96.000000,34.000000,5
90.000000,29.000000,5
84.000000,34.000000,5
99.000000,11.000000,5
90.000000,11.000000,5
82.000000,31.000000,5
92.000000,17.000000,5
90.000000,28.000000,5
96.000000,18.000000,5
80.000000,33.000000,5
98.000000,23.000000,5
89.000000,12.000000,5
85.000000,34.000000,5
84.000000,17.000000,5
90.000000,33.000000,5
89.000000,34.000000,5
86.000000,18.000000,5
77.000000,33.000000,5
75.000000,22.000000,5
87.000000,17.000000,5
88.000000,8.000000,5
86.000000,25.000000,5
91.000000,18.000000,5
84.000000,12.000000,5
82.000000,17.000000,5
81.000000,24.000000,5
85.000000,25.000000,5
90.000000,25.000000,5
78.000000,18.000000,5
89.000000,26.000000,5
96.000000,11.000000,5
78.000000,27.000000,5
97.000000,29.000000,5
84.000000,22.000000,5
98.000000,3.000000,5
82.000000,25.000000,5
99.000000,12.000000,5
98.000000,5.000000,5
78.000000,24.000000,5
72.000000,23.000000,5
85.000000,30.000000,5
78.000000,33.000000,5
87.000000,6.000000,5
74.000000,17.000000,5
80.000000,11.000000,5
81.000000,10.000000,5
79.000000,9.000000,5
77.000000,16.000000,5
87.000000,0.000000,5
86.000000,6.000000,5
77.000000,9.000000,5
78.000000,14.000000,5
82.000000,8.000000,5
85.000000,1.000000,5
81.000000,4.000000,5
85.000000,35.000000,5
92.000000,0.000000,5
84.000000,7.000000,5
87.000000,4.000000,5
84.000000,1.000000,5
86.000000,4.000000,5
82.000000,6.000000,5
75.000000,15.000000,5
74.000000,16.000000,5
83.000000,1.000000,5
83.000000,6.000000,5
83.000000,10.000000,5
81.000000,7.000000,5
73.000000,18.000000,5
86.000000,2.000000,5
77.000000,10.000000,5
87.000000,3.000000,5
85.000000,5.000000,5
76.000000,12.000000,5
87.000000,5.000000,5
72.000000,21.000000,5
85.000000,8.000000,5
84.000000,5.000000,5
80.000000,6.000000,5
80.000000,9.000000,5
79.000000,11.000000,5
77.000000,14.000000,5
84.000000,2.000000,5
